UniProtKB_AC,UniProtKB_ID,GeneID,RefSeq,PDB,UniParc,NCBI_taxon,EMBL_CDS,Ensembl,target,ncbi_code
A0A010K5X5,A0A010K5X5_9GAMM,,WP_032004548.1,,UPI00044B99AF,1310681,EXE61503.1,,WP_032004548.1,WP_032004548.1
A0A010K5X0,A0A010K5X0_9GAMM,,WP_032004543.1,,UPI00044EF510,1310681,EXE61498.1,,WP_032004543.1,WP_032004543.1
A0A010IMP8,A0A010IMP8_9GAMM,,WP_032004597.1,,UPI00044C3233,1310681,EXE61552.1,,WP_032004597.1,WP_032004597.1
A0A010JDZ1,A0A010JDZ1_9GAMM,,WP_032004943.1,,UPI00044632C3,1310681,EXE60411.1,,WP_032004943.1,WP_032004943.1
A0A010IMJ9,A0A010IMJ9_9GAMM,,WP_032004541.1,,UPI00044A1A71,1310681,EXE61497.1,,WP_032004541.1,WP_032004541.1
A0A010JHC0,A0A010JHC0_9GAMM,,WP_032004540.1,,UPI000452826C,1310681,EXE61496.1,,WP_032004540.1,WP_032004540.1
A0A010JTD9,A0A010JTD9_9GAMM,,WP_032004163.1,,UPI00045295C7,1310681,EXE62299.1,,WP_032004163.1,WP_032004163.1
A0A010INX7,A0A010INX7_9GAMM,,WP_032003932.1,,UPI000450064A,1310681,EXE61997.1,,WP_032003932.1,WP_032003932.1
A0A010K7D6,A0A010K7D6_9GAMM,,WP_032003934.1,,UPI00045096A8,1310681,EXE61998.1,,WP_032003934.1,WP_032003934.1
A0A010JSI3,A0A010JSI3_9GAMM,,WP_032003935.1,,UPI00045267CC,1310681,EXE61999.1,,WP_032003935.1,WP_032003935.1
A0A010IYK3,A0A010IYK3_9GAMM,,WP_032003937.1,,UPI000446E8EF,1310681,EXE62000.1,,WP_032003937.1,WP_032003937.1
A0A010JIV2,A0A010JIV2_9GAMM,,WP_032003938.1,,UPI0004458C9E,1310681,EXE62001.1,,WP_032003938.1,WP_032003938.1
A0A010INY2,A0A010INY2_9GAMM,,WP_032003939.1,,UPI000446B226,1310681,EXE62002.1,,WP_032003939.1,WP_032003939.1
A0A010K7E2,A0A010K7E2_9GAMM,,WP_032003940.1,,UPI00044DE0F8,1310681,EXE62003.1,,WP_032003940.1,WP_032003940.1
A0A010IPD1,A0A010IPD1_9GAMM,,WP_032004078.1,,UPI00045353AC,1310681,EXE62172.1,,EXE62172.1,WP_032004078.1
A0A010K7Z2,A0A010K7Z2_9GAMM,,WP_032004079.1,,UPI00044F01EB,1310681,EXE62173.1,,EXE62173.1,WP_032004079.1
A0A010K800,A0A010K800_9GAMM,,WP_032004084.1,,UPI000449FBC4,1310681,EXE62178.1,,EXE62178.1,WP_032004084.1
A0A010JT16,A0A010JT16_9GAMM,,WP_032004085.1,,UPI000445786A,1310681,EXE62179.1,,EXE62179.1,WP_032004085.1
A0A010K8D6,A0A010K8D6_9GAMM,,WP_032004157.1,,UPI000448463E,1310681,EXE62293.1,,WP_032004157.1,WP_032004157.1
A0A010JTD5,A0A010JTD5_9GAMM,,WP_032004159.1,,UPI00044C0F88,1310681,EXE62294.1,,WP_032004159.1,WP_032004159.1
A0A010JJN4,A0A010JJN4_9GAMM,,WP_032004160.1,,UPI000449187C,1310681,EXE62296.1,,WP_032004160.1,WP_032004160.1
A0A010IPS8,A0A010IPS8_9GAMM,,WP_032004162.1,,UPI00044CF756,1310681,EXE62297.1,,WP_032004162.1,WP_032004162.1
A0A010JNB2,A0A010JNB2_9GAMM,,WP_032003666.1,,UPI0004532897,1310681,EXE63531.1,,WP_032003666.1,WP_032003666.1
A0A010JKQ4,A0A010JKQ4_9GAMM,,WP_032005278.1,,UPI00044627EB,1310681,EXE59599.1,,WP_032005278.1,WP_032005278.1
A0A010JGZ9,A0A010JGZ9_9GAMM,,WP_032005737.1,,UPI000445D158,1310681,EXE58339.1,,WP_032005737.1,WP_032005737.1
A0A010J6V0,A0A010J6V0_9GAMM,,WP_032005793.1,,UPI00045348DA,1310681,EXE57871.1,,WP_032005793.1,WP_032005793.1
A0A010JUX4,A0A010JUX4_9GAMM,,WP_032005796.1,,UPI00044C0CEE,1310681,EXE57873.1,,WP_032005796.1,WP_032005796.1
A0A010JFK1,A0A010JFK1_9GAMM,,WP_032005798.1,,UPI00044D1A25,1310681,EXE57874.1,,WP_032005798.1,WP_032005798.1
A0A010IN36,A0A010IN36_9GAMM,,WP_032005733.1,,UPI00044E2807,1310681,EXE58335.1,,WP_032005733.1,WP_032005733.1
A0A010ILU3,A0A010ILU3_9GAMM,,WP_032005800.1,,UPI00044950E3,1310681,EXE57875.1,,WP_032005800.1,WP_032005800.1
A0A010ICC2,A0A010ICC2_9GAMM,,WP_032005804.1,,UPI0004491A07,1310681,EXE57877.1,,WP_032005804.1,WP_032005804.1
A0A7U7Q782,A0A7U7Q782_ACIBA,,WP_032027656.1,,UPI00044FFA6E,470,CUW33895.1,,WP_032027656.1,WP_032027656.1
A0A013S8M0,A0A013S8M0_9GAMM,,WP_032034706.1,,UPI0004497780,1310791,EXS30804.1,,WP_032034706.1,WP_032034706.1
A0A013S969,A0A013S969_9GAMM,,WP_032035105.1,,UPI000450B42B,1310791,EXS31034.1,,WP_032035105.1,WP_032035105.1
A0A010JGZ3,A0A010JGZ3_9GAMM,,WP_032005732.1,,UPI00044A68A5,1310681,EXE58334.1,,WP_032005732.1,WP_032005732.1
A0A010JW98,A0A010JW98_9GAMM,,WP_032005731.1,,UPI000445CAEB,1310681,EXE58333.1,,WP_032005731.1,WP_032005731.1
A0A010J890,A0A010J890_9GAMM,,WP_032005730.1,,UPI00044B9CEE,1310681,EXE58331.1,,WP_032005730.1,WP_032005730.1
A0A010IF54,A0A010IF54_9GAMM,,WP_032005450.1,,UPI00044E6E77,1310681,EXE58812.1,,WP_032005450.1,WP_032005450.1
A0A010JXR0,A0A010JXR0_9GAMM,,WP_032005452.1,,UPI00044B3F77,1310681,EXE58813.1,,WP_032005452.1,WP_032005452.1
A0A010JXR4,A0A010JXR4_9GAMM,,WP_032005460.1,,UPI000451A6F3,1310681,EXE58818.1,,WP_032005460.1,WP_032005460.1
A0A010JIL6,A0A010JIL6_9GAMM,,WP_032005553.1,,UPI00044F4578,1310681,EXE58904.1,,WP_032005553.1,WP_032005553.1
A0A010IPM2,A0A010IPM2_9GAMM,,WP_032005555.1,,UPI0004456E4F,1310681,EXE58905.1,,WP_032005555.1,WP_032005555.1
A0A010J9W4,A0A010J9W4_9GAMM,,WP_032005557.1,,UPI000447BBA3,1310681,EXE58906.1,,WP_032005557.1,WP_032005557.1
A0A010JIM1,A0A010JIM1_9GAMM,,WP_032005561.1,,UPI00044DCFEE,1310681,EXE58909.1,,WP_032005561.1,WP_032005561.1
A0A010J9X0,A0A010J9X0_9GAMM,,WP_032005564.1,,UPI00044661EA,1310681,EXE58911.1,,WP_032005564.1,WP_032005564.1
A0A010J339,A0A010J339_9GAMM,,WP_032003665.1,,UPI00044B3DD3,1310681,EXE63530.1,,WP_032003665.1,WP_032003665.1
A0A010KBS0,A0A010KBS0_9GAMM,,WP_032003663.1,,UPI0004450A19,1310681,EXE63528.1,,WP_032003663.1,WP_032003663.1
A0A010IT95,A0A010IT95_9GAMM,,WP_032003662.1,,UPI00044786DB,1310681,EXE63527.1,,WP_032003662.1,WP_032003662.1
A0A010TEQ0,A0A010TEQ0_PSEFL,,WP_019693598.1,,UPI00036614E5,1042209,EXF95672.1,,WP_019693598.1,WP_019693598.1
A0A010T1G9,A0A010T1G9_PSEFL,,WP_019693754.1,,UPI00037D92FE,1042209,EXF91537.1,,WP_019693754.1,WP_019693754.1
A0A010SY45,A0A010SY45_PSEFL,,WP_019693597.1,,UPI00037FA28F,1042209,EXF95673.1,,WP_019693597.1,WP_019693597.1
A0A010RRR9,A0A010RRR9_PSEFL,,WP_019693871.1,,UPI0003814179,1042209,EXF91684.1,,WP_019693871.1,WP_019693871.1
A0A010RG06,A0A010RG06_PSEFL,,WP_019693874.1,,UPI00035D3524,1042209,EXF91681.1,,WP_019693874.1,WP_019693874.1
A0A010SEQ2,A0A010SEQ2_PSEFL,,WP_019693875.1,,UPI000376B797,1042209,EXF91680.1,,WP_019693875.1,WP_019693875.1
A0A010RTM8,A0A010RTM8_PSEFL,,WP_019693594.1,,UPI000372B179,1042209,EXF95676.1,,WP_019693594.1,WP_019693594.1
A0A010TEQ4,A0A010TEQ4_PSEFL,,WP_019693593.1,,UPI00038254CF,1042209,EXF95677.1,,WP_019693593.1,WP_019693593.1
A0A010T104,A0A010T104_PSEFL,,WP_019693522.1,,UPI00035CF1BC,1042209,EXF91357.1,,WP_019693522.1,WP_019693522.1
A0A010RR64,A0A010RR64_PSEFL,,WP_019691942.1,,UPI00036A5AC7,1042209,EXF94916.1,,WP_019691942.1,WP_019691942.1
A0A010SP92,A0A010SP92_PSEFL,,WP_019692136.1,,UPI000381FBFD,1042209,EXF94720.1,,WP_019692136.1,WP_019692136.1
A0A010S1J3,A0A010S1J3_PSEFL,,WP_019692137.1,,UPI0003658848,1042209,EXF94719.1,,WP_019692137.1,WP_019692137.1
A0A010S4H0,A0A010S4H0_PSEFL,,WP_019692965.1,,UPI00037DC367,1042209,EXF95559.1,,WP_019692965.1,WP_019692965.1
A0A010S4I3,A0A010S4I3_PSEFL,,WP_019692968.1,,UPI00036D8864,1042209,EXF95569.1,,WP_019692968.1,WP_019692968.1
A0A010S4B2,A0A010S4B2_PSEFL,,WP_019693009.1,,UPI00037AFF24,1042209,EXF95514.1,,WP_019693009.1,WP_019693009.1
A0A010TE10,A0A010TE10_PSEFL,,WP_019693061.1,,UPI00036DC7EA,1042209,EXF95462.1,,WP_019693061.1,WP_019693061.1
A0A010SRG9,A0A010SRG9_PSEFL,,WP_019693109.1,,UPI000378D54A,1042209,EXF95415.1,,WP_019693109.1,WP_019693109.1
A0A010TDV5,A0A010TDV5_PSEFL,,WP_019693113.1,,UPI000370E4E9,1042209,EXF95412.1,,WP_019693113.1,WP_019693113.1
A0A010S010,A0A010S010_PSEFL,,WP_019693197.1,,UPI000364E7A4,1042209,EXF94274.1,,WP_019693197.1,WP_019693197.1
A0A010STK6,A0A010STK6_PSEFL,,WP_019693203.1,,UPI0003757432,1042209,EXF94268.1,,WP_019693203.1,WP_019693203.1
A0A010TAF0,A0A010TAF0_PSEFL,,WP_019693204.1,,UPI0003762D2D,1042209,EXF94267.1,,WP_019693204.1,WP_019693204.1
A0A010RP56,A0A010RP56_PSEFL,,WP_019693205.1,,UPI0003741F42,1042209,EXF94266.1,,WP_019693205.1,WP_019693205.1
A0A010RVX6,A0A010RVX6_PSEFL,,WP_024264965.1,,UPI0003F4AA22,1042209,EXF93104.1,,WP_024264965.1,WP_024264965.1
A0A011V323,A0A011V323_RUMAL,,WP_024856079.1,,UPI00044DA207,1341156,EXM39852.1,,WP_024856079.1,WP_024856079.1
A0A011V4P6,A0A011V4P6_RUMAL,,WP_024857301.1,,UPI00044F1C10,1341156,EXM40477.1,,WP_024857301.1,WP_024857301.1
A0A505MDB8,A0A505MDB8_ACIBA,,WP_031966636.1,,UPI00044DA60D,470,CUW34013.1; MYM76915.1,,WP_031966636.1,WP_031966636.1
A0A010JVY4,A0A010JVY4_9GAMM,,WP_032003439.1,,UPI000446AFD7,1310681,EXE63184.1,,WP_032003439.1,WP_032003439.1
A0A010J253,A0A010J253_9GAMM,,WP_032003440.1,,UPI00044C16C5,1310681,EXE63185.1,,WP_032003440.1,WP_032003440.1
A0A010JM90,A0A010JM90_9GAMM,,WP_032003441.1,,UPI000449A26D,1310681,EXE63186.1,,WP_032003441.1,WP_032003441.1
A0A010ISY6,A0A010ISY6_9GAMM,,WP_032003578.1,,UPI000447B8E1,1310681,EXE63407.1,,WP_032003578.1,WP_032003578.1
A0A010JNA7,A0A010JNA7_9GAMM,,WP_032003661.1,,UPI000453180D,1310681,EXE63526.1,,WP_032003661.1,WP_032003661.1
A0A011TWC6,A0A011TWC6_BRUAN,61318149,WP_010659414.1,,UPI000287CE8D,529,KAB2737503.1; KAB2802652.1; MBE0562724.1,,WP_010659414.1,WP_010659414.1
A0A6I0DVM5,A0A6I0DVM5_BRUAN,61316303,WP_029375841.1,,UPI00031D594B,529,KAB2741151.1; KAB2801496.1; MBE0563077.1,,WP_029375841.1,WP_029375841.1
A0A011NF54,A0A011NF54_9PAST,,WP_027074064.1,,UPI00044A4B4E,85402,EXI63192.1; QIM67132.1,,WP_027074064.1,WP_027074064.1
A0A011WRG2,A0A011WRG2_RUMAL,,WP_024857633.1,,UPI00044CB698,1341156,EXM39570.1,,WP_024857633.1,WP_024857633.1
A0A011UCN6,A0A011UCN6_RUMAL,,WP_024858471.1,,UPI000445E2B4,1341156,EXM38379.1; EXM38850.1,,WP_024858471.1,WP_024858471.1
A0A009HCG9,A0A009HCG9_9GAMM,,WP_025466055.1,,UPI00044C7B5D,1310608,EXA96150.1,,WP_025466055.1,WP_025466055.1
A0AA42AIS1,A0AA42AIS1_9GAMM,,WP_025470001.1,,UPI00039D01FA,2919385,MDA3468648.1,,WP_025470001.1,WP_025470001.1
A0A242TZD9,A0A242TZD9_ACIPI,,WP_025470407.1,,UPI00046E3826,48296,OTU24684.1,,WP_025470407.1,WP_025470407.1
A0A011NBU3,A0A011NBU3_9PAST,,WP_027074628.1,,UPI000450F443,85402,EXI61870.1; QIM66609.1,,WP_027074628.1,WP_027074628.1
A0A010JLC1,A0A010JLC1_9GAMM,66396181,WP_000454135.1,,UPI0002BAE60B,1310681,EXE62891.1,,WP_000454135.1,WP_000454135.1
A0A009I8I7,A0A009I8I7_ACIB9,,WP_000098361.1,,UPI00028C9FDC,1310613,EXB06766.1,,WP_000098361.1,WP_000098361.1
A0A0M3FNE3,A0A0M3FNE3_ACIBA,,WP_000102052.1,,UPI0002BBD241,470,KZA21912.1; MQZ69041.1; RTB98661.1; TPU62749.1,,WP_000102052.1,WP_000102052.1
A0A241ZEM6,A0A241ZEM6_ACIBA,,WP_000102371.1,,UPI00028A3E0E,470,OTM85923.1,,WP_000102371.1,WP_000102371.1
A0A828SQZ8,A0A828SQZ8_ACIBA,,WP_000102364.1,,UPI0001D318FE,525242,EGJ67804.1,,WP_000102364.1,WP_000102364.1
A0A0M3FPV6,A0A0M3FPV6_ACIBA,,WP_000039479.1,,UPI00026E20C3,470,KZA21913.1; MQZ69042.1; RTB98662.1; TPU62748.1,,WP_000039479.1,WP_000039479.1
A0A828SNV8,A0A828SNV8_ACIBA,,WP_000355089.1,,UPI0001D318FB,525242,EGJ67800.1,,WP_000355089.1,WP_000355089.1
A0A1S2FZF5,A0A1S2FZF5_ACIBA,,WP_000366419.1,,UPI0002B96DEE,470,OIG73620.1,,WP_000366419.1,WP_000366419.1
A0A143IVU0,A0A143IVU0_ACIPI,,WP_063099666.1,,UPI0007A59AB5,48296,AMX17830.1; QIT19476.1,,WP_063099666.1,WP_063099666.1
A0A009HSL1,A0A009HSL1_ACIB9,,WP_002126572.1,,UPI00029847D2,1310613,EXB07202.1,,WP_002126572.1,WP_002126572.1
A0A009T3G8,A0A009T3G8_ACIBA,,WP_001202757.1,,UPI00028C6FFD,1310630,EXC49074.1,,WP_001202757.1,WP_001202757.1
A0A9X5R716,A0A9X5R716_ACIPI,,WP_002116218.1,,UPI0001CF7B0E,48296,OCY87895.1,,WP_002116218.1,WP_002116218.1
A0A1C2LZG8,A0A1C2LZG8_ACIPI,,WP_002116538.1,,UPI00029DDE8E,48296,GEA68110.1; MBJ8431198.1; MBK1444976.1; OCY87893.1,,WP_002116538.1,WP_002116538.1
A0A1C2MTB7,A0A1C2MTB7_ACIPI,,WP_002116052.1,,UPI00029EB655,48296,MBK1444895.1; OCZ02920.1; OTK63545.1,,WP_002116052.1,WP_002116052.1
A0A1H7LH66,A0A1H7LH66_RUMAL,,WP_074833630.1,,UPI0008C57D39,1264,SEK97717.1,,WP_074833630.1,WP_074833630.1
N9DDK4,N9DDK4_9GAMM,,WP_004988609.1,,UPI00029AC836,1257043,ENV78815.1,,WP_004988609.1,WP_004988609.1
A3M306,EFG_ACIBT,66398191,WP_000113824.1,,UPI000165E1AD,400667,ABO11300.2,,WP_000113824.1,WP_000113824.1
J2XUT9,J2XUT9_9PSED,87795775,WP_002553164.1,,UPI0000008B79,1144339,EJN28445.1,,WP_002553164.1,WP_002553164.1
N9L3G1,N9L3G1_ACIBA,66396504,WP_001177236.1,,UPI00003D8B9F,1217629,ENW72684.1,,WP_001177236.1,WP_001177236.1
R8YUL2,R8YUL2_ACIPI,60753222,WP_003650547.1,,UPI0001BB4B33,1217691,EOQ71232.1,,WP_003650547.1,WP_003650547.1
N9JQK1,N9JQK1_ACIBA,66395959,WP_000929502.1,,UPI0000F2FE9A,1217629,ENW73993.1,,WP_000929502.1,WP_000929502.1
R8YPQ5,R8YPQ5_ACIPI,60753270,WP_002118141.1,,UPI0001CF7DCB,1217691,EOQ71274.1,,WP_002118141.1,WP_002118141.1
V5V9G4,V5V9G4_ACIBA,66395907,WP_000372737.1,,UPI0001730337,470,APP29905.1; CUW36492.1; MBD0220842.1; MQZ67554.1; MYM79610.1; NDW41748.1; OIG73226.1; PRN35680.1; RTB97415.1; SSI35659.1; SST21977.1; TPU66003.1,,WP_000372737.1,WP_000372737.1
E9S977,E9S977_RUMAL,,WP_002847518.1,,UPI0001FB4224,246199,EGC04166.1,,WP_002847518.1,WP_002847518.1
N9KW16,N9KW16_ACIBA,,WP_000128669.1,,UPI000165EE71,1217629,ENW72690.1,,WP_000128669.1,WP_000128669.1
A3M846,FOLD_ACIBT,66396120,WP_001229846.1,,UPI00015CE760,400667,ABO13090.2,,WP_001229846.1,WP_001229846.1
D0CC36,D0CC36_ACIB2,66396456,WP_000914200.1,,UPI000165F397,575584,EEX03274.1,,WP_000914200.1,WP_000914200.1
D0CC83,D0CC83_ACIB2,66396505,WP_000951088.1,,UPI000165EE6E,575584,EEX03321.1,,WP_000951088.1,WP_000951088.1
D0CC85,D0CC85_ACIB2,66396507,WP_001115740.1,,UPI0000F2F958,575584,EEX03323.1,,WP_001115740.1,WP_001115740.1
D0CEE0,D0CEE0_ACIB2,,WP_000090027.1,,UPI0001785C9F,575584,EEX02451.1,,WP_000090027.1,WP_000090027.1
D0CBC1,D0CBC1_ACIB2,66396110,WP_000729551.1,,UPI000165EC1B,575584,EEX03009.1,,WP_000729551.1,WP_000729551.1
V5VHN2,V5VHN2_ACIBA,,WP_000102049.1,,UPI000172FBEB,470,APP30443.1; CUW33632.1; EKU3570309.1; EMN1073386.1; KQD46328.1; MBD0219362.1; MBP4961444.1; MDK4883511.1; MYM76494.1; OWK65164.1; PRN31400.1; RSQ40896.1; SSI68446.1; SST31377.1,,WP_000102049.1,WP_000102049.1
N9C1A5,N9C1A5_9GAMM,66211891,WP_004996551.1,,UPI0002CE1B0A,1257043,ENV79602.1,,WP_004996551.1,WP_004996551.1
R8YPD3,R8YPD3_ACIPI,,WP_002118101.1,,UPI0001CF7D66,1217691,EOQ71280.1,,WP_002118101.1,WP_002118101.1
V5VDF2,V5VDF2_ACIBA,,WP_000422836.1,,UPI000173010D,470,EGY2377255.1; KZA12880.1; MBD0219610.1; MDK4882937.1; MQZ69688.1; OIG75444.1; OTM87414.1; PQL83652.1; PRN37408.1; PZM17622.1; RSP72871.1; RSQ39459.1; RTB98323.1; SSI26839.1; SST22691.1; TPU67531.1,,WP_000422836.1,WP_000422836.1
N9L1J9,N9L1J9_ACIBA,,WP_000734175.1,,UPI00026E1C15,1217629,ENW74610.1,,WP_000734175.1,WP_000734175.1
D0CBA0,D0CBA0_ACIB2,66398816,WP_000291528.1,,UPI000165E43B,575584,EEX03782.1,,WP_000291528.1,WP_000291528.1
B2HUZ6,QUEF_ACIBC,66396508,WP_000110166.1,,UPI00003D8C28,405416,ACC57826.1,,WP_000110166.1,WP_000110166.1
D0C7G8,D0C7G8_ACIB2,,WP_000734917.1,,UPI000165E4CB,575584,EEX04933.1,,WP_000734917.1,WP_000734917.1
V5VDD0,V5VDD0_ACIBA,66397263,WP_000183448.1,,UPI0001B8FA37,470,EKU3566727.1; EMN1069824.1; KQD46143.1; KZA12878.1; MBP4959863.1; MDK4882939.1; MQZ69686.1; NDW39641.1; OIG75446.1; OTM87412.1; OWK67812.1; PZM17620.1; QPF14919.1; RTB98325.1; SST22693.1; TPU67324.1,,WP_000183448.1,WP_000183448.1
D0CA48,D0CA48_ACIB2,66398070,WP_000854552.1,,UPI00015A25A0,575584,EEX04117.1,,WP_000854552.1,WP_000854552.1
N9KYS2,N9KYS2_ACIBA,66396112,WP_001286662.1,,UPI000165EC1C,1217629,ENW73605.1,,WP_001286662.1,WP_001286662.1
R8YNH7,R8YNH7_ACIPI,66396111,WP_000235573.1,,UPI00015B3D0E,1217691,EOQ70963.1,,WP_000235573.1,WP_000235573.1
K8ZUV7,K8ZUV7_9GAMM,60752621,WP_002119522.1,,UPI0001CF8040,903915,EKU38649.1,,WP_002119522.1,WP_002119522.1
N9L098,N9L098_ACIBA,66397261,WP_000312749.1,,UPI000165E4CA,1217629,ENW71549.1,,WP_000312749.1,WP_000312749.1
R8YAD8,R8YAD8_ACIPI,9380776,WP_002044989.1,,UPI00003B7D60,1217691,EOQ66234.1,,WP_002044989.1,WP_002044989.1
V5VD64,V5VD64_ACIBA,66397264,WP_000840537.1,,UPI0000F2FBD8,470,AKA31890.1; APP32271.1; EGY2377256.1; EKU3566726.1; EMN1069823.1; KQD46142.1; KZA12879.1; MBD0219611.1; MBP4959862.1; MDK4882938.1; MQR48699.1; MQZ69687.1; MVM93275.1; NDW39640.1; OTM87413.1; OWK67811.1; PQL83651.1; PRN37409.1; PZM17621.1; QPF14918.1; RSP72872.1; RSQ39458.1; RTB98324.1; SSI26835.1; SST22692.1; TPU67325.1,,WP_000840537.1,WP_000840537.1
Q0VTS0,Q0VTS0_ACIPI,,WP_002118772.1,,UPI0000DB8E7D,48296,ACN62075.1; CAK95243.1; MBK1443540.1; OCZ26957.1; OTK60373.1,,WP_002118772.1,WP_002118772.1
N9KZU6,N9KZU6_ACIBA,,WP_000264365.1,,UPI00026E1E81,1217629,ENW73995.1,,WP_000264365.1,WP_000264365.1
R8Z2G1,R8Z2G1_9GAMM,,WP_002120436.1,,UPI0001CF7884,1785128,EOQ75566.1; MDD9316153.1,,WP_002120436.1,WP_002120436.1
R8YTF8,R8YTF8_ACIPI,,WP_002121066.1,,UPI000200BE21,1217691,EOQ70817.1,,WP_002121066.1,WP_002121066.1
N9DHV2,N9DHV2_9GAMM,,WP_005002908.1,,UPI0002D0AB2E,1257043,ENV80043.1,,WP_005002908.1,WP_005002908.1
V5RDJ4,V5RDJ4_ACIBA,,WP_000825496.1,,UPI0001AF0054,470,AHB32305.2; AHB32469.1,,WP_000825496.1,WP_000825496.1
K8ZY35,K8ZY35_9GAMM,60754784,WP_002120489.1,,UPI0001BB523A,903915,EKU39858.1,,WP_002120489.1,WP_002120489.1
S3A843,S3A843_9MICO,,WP_005052537.1,,UPI0002587768,1203549,EPD85323.1,,WP_005052537.1,WP_005052537.1
R8Z365,R8Z365_9GAMM,,WP_005064334.1,,UPI0002D13215,1785128,EOQ75974.1,,WP_005064334.1,WP_005064334.1
N9KZM6,N9KZM6_ACIBA,,WP_000899879.1,,UPI0002831856,1217629,ENW73920.1,,WP_000899879.1,WP_000899879.1
B7GZK6,DCUP_ACIB3,66396454,WP_000209397.1,,UPI000165EC26,557600,ACJ58116.1,,WP_000209397.1,WP_000209397.1
N9JLW1,N9JLW1_ACIBA,,WP_000835608.1,,UPI000165EE6C,1217629,ENW72683.1,,WP_000835608.1,WP_000835608.1
D0CCV8,D0CCV8_ACIB2,60878096,WP_000085212.1,,UPI000165E7DA,575584,EEX02895.1,,WP_000085212.1,WP_000085212.1
R8YG61,R8YG61_ACIPI,9383286,WP_004703082.1,,UPI0001CF785C,1217691,EOQ68086.1,,WP_004703082.1,WP_004703082.1
N9DCM8,N9DCM8_9GAMM,,WP_004985834.1,,UPI00029A23F0,1257043,ENV78238.1,,WP_004985834.1,WP_004985834.1
J2Y668,J2Y668_9PSED,,WP_008055821.1,,UPI00026F6299,1144337,EJN32475.1,,WP_008055821.1,WP_008055821.1
D0CAV9,D0CAV9_ACIB2,66398668,WP_000612218.1,,UPI000165F3E3,575584,EEX03641.1,,WP_000612218.1,WP_000612218.1
N9KY66,N9KY66_ACIBA,,WP_001100694.1,,UPI000288703D,1217629,ENW73430.1,,WP_001100694.1,WP_001100694.1
Q6F8W3,Q6F8W3_ACIAD,67511854,WP_004929161.1,,UPI00003B7BA5,62977,CAG69502.1,,WP_004929161.1,WP_004929161.1
A6WXG3,RL19_BRUA4,61318626,WP_006467977.1,,UPI0001588D59,439375,ABS13667.1,,WP_006467977.1,WP_006467977.1
D0CDH2,D0CDH2_ACIB2,66395958,WP_000056785.1,,UPI000165E62D,575584,EEX02611.1,,WP_000056785.1,WP_000056785.1
D0C8Y5,D0C8Y5_ACIB2,66398038,WP_001047619.1,,UPI000165E84E,575584,EEX04149.1,,WP_001047619.1,WP_001047619.1
D0C944,D0C944_ACIB2,,WP_001017713.1,,UPI000172FD2A,575584,EEX04208.1,,WP_001017713.1,WP_001017713.1
C5S0Y8,C5S0Y8_9PAST,,WP_005823369.1,,UPI0001A7603C,637911,EER47571.1,,WP_005823369.1,WP_005823369.1
V5VCX9,V5VCX9_ACIBA,66396506,WP_000075224.1,,UPI00017302C6,470,AKA30992.1; APP29378.1; CUW35899.1; EGY2376583.1; EKU3567567.1; EMN1070664.1; KQD46151.1; KZA15975.1; MBD0218748.1; MBP4960668.1; MDK4883340.1; MQR48123.1; MQZ66881.1; MVM92557.1; MYM79046.1; NDW41382.1; OIG72361.1; OTM85460.1; OWK68238.1; PRN35997.1; PZM18299.1; QPF12397.1; RSP79495.1; RSQ49829.1; RSR62884.1; RTB85827.1; SSI43031.1; SST23546.1; TPU61667.1,,WP_000075224.1,WP_000075224.1
V5V9T8,V5V9T8_ACIBA,66395804,WP_001109438.1,,UPI000165EC08,470,AKA30253.1; APP30034.1; CUW36580.1; EGY2378955.1; EKU3568651.1; EMN1071748.1; KQD51724.1; KZA12326.1; MBD0221453.1; MBP4959117.1; MDK4882038.1; MQR48075.1; MQZ70477.1; MVM91862.1; MYM79745.1; NDW43033.1; OIG74490.1; OTM88968.1; OWK64892.1; PQL85199.1; PRN30576.1; PZM15416.1; QPF12980.1; RSP80873.1; RSQ42762.1; RTB85699.1; SST24199.1; TPU60385.1,,WP_001109438.1,WP_001109438.1
S3B5Z0,S3B5Z0_9MICO,,WP_016464733.1,,UPI00034E99DF,1203549,EPD83999.1,,WP_016464733.1,WP_016464733.1
N9J7Y8,N9J7Y8_ACIBA,66398039,WP_000051871.1,,UPI000165E84F,1217629,ENW67807.1,,WP_000051871.1,WP_000051871.1
N9JMQ4,N9JMQ4_ACIBA,66396453,WP_000498089.1,,UPI000172FFD2,1217629,ENW73012.1,,WP_000498089.1,WP_000498089.1
A6X7Z9,A6X7Z9_BRUA4,,WP_011982969.1,,UPI0001588AE0,439375,ABS17353.1; NKC49881.1,,WP_011982969.1,WP_011982969.1
N9DFT6,N9DFT6_9GAMM,66211913,WP_004990223.1,,UPI00029A7067,1257043,ENV79630.1,,WP_004990223.1,WP_004990223.1
N9LFA5,N9LFA5_ACIBA,,WP_000462894.1,,UPI0000F2FA37,1217629,ENW77211.1,,WP_000462894.1,WP_000462894.1
N9D836,N9D836_9GAMM,66212085,WP_004988582.1,,UPI000299D9AC,1257043,ENV78809.1,,WP_004988582.1,WP_004988582.1
